"method_name","root","AllPlatforms","Android","Windows","Web","IOS","IncludeLdpiTvdpi","MipmapInODrawable","AntiAliasing","CreateImagesetFolders","Keep","PNG","BMP","GIF","JPG","round","ceil","floor","skipExisting","QualityComp","Scale","Threads","run_time(ms;<)","energy(mWs;<)"
"at.favre.tools.dconvert.WorkerHandler$InternalCallback.onJobFinished",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.992730882093714,3.068389673302741
"at.favre.tools.dconvert.WorkerHandler$InternalCallback.onJobFinished",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.05956021742358412,-0.006294667039822559
"at.favre.tools.dconvert.WorkerHandler$InternalCallback.onJobFinished",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.15296671902744732,0.0731824082189677
"at.favre.tools.dconvert.WorkerHandler$InternalCallback.onJobFinished",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.31996678474320966,0.6021858633722045
"at.favre.tools.dconvert.WorkerHandler$InternalCallback.onJobFinished",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.02229631667573811,-0.0026303818066012313
"at.favre.tools.dconvert.WorkerHandler$InternalCallback.onJobFinished",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.807445649986324,1.3431394418088987
"at.favre.tools.dconvert.WorkerHandler$InternalCallback.onJobFinished",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.13971547532587,-0.777551655710595
"at.favre.tools.dconvert.WorkerHandler$InternalCallback.onJobFinished",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1467476323725245,-3.2664472730364817
"at.favre.tools.dconvert.WorkerHandler$InternalCallback.onJobFinished",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.976036054385948,3.8463418477829094
"at.favre.tools.dconvert.WorkerHandler$Worker.run",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.402731708602854,-1.7335352205801513
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.590756571881922,8.85139323635236
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0098500444970449,-0.009400859238522102
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.241609762117931,2.029272897336412
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.12917942683426706,-0.15609769676252788
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-4.036472088141553,-6.14181333947775
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0670191617878633,0.07564452540829326
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.828674461210156,5.323639370848453
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.938923312083681,-6.187487721301805
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.391970440302002,-9.925824269870658
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.173771732915046,9.171924392955605
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.072034400670076,-5.069223086852396
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3.122089582341581,-4.293832776889997
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4.525786638306227,-4.466103341030772
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.8032212536242402,1.827001029105161
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.7089417813271055,-0.13315863352418378
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.532719660146303,-6.896893491369869
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.346052384350603,30.865488305452562
"at.favre.tools.dconvert.WorkerHandler$Worker.run",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.752854883665362,5.0606884516751816
"at.favre.tools.dconvert.WorkerHandler.<init>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.808583884008398,10.75187854908695
"at.favre.tools.dconvert.WorkerHandler.<init>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01700937401052688,0.02833410044858136
"at.favre.tools.dconvert.WorkerHandler.<init>",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006360664791132661,-0.0007503919677769146
"at.favre.tools.dconvert.WorkerHandler.<init>",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034567005335915675,0.016537562624627543
"at.favre.tools.dconvert.WorkerHandler.<init>",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01176049484093046,0.022133559097872457
"at.favre.tools.dconvert.WorkerHandler.<init>",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02257731450339115,-0.002663532195712689
"at.favre.tools.dconvert.WorkerHandler.<init>",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.019404367363459022,0.009283446377434992
"at.favre.tools.dconvert.WorkerHandler.<init>",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.024641513975137586,0.0463759742431558
"at.favre.tools.dconvert.WorkerHandler.<init>",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005383568214883393,0.010132016284454393
"at.favre.tools.dconvert.WorkerHandler.<init>",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0013608504118903814,-0.00016054473108723685
"at.favre.tools.dconvert.WorkerHandler.<init>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0015470525763207562,-0.002353963546046706
"at.favre.tools.dconvert.WorkerHandler.<init>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.015429984738099135,0.007382020410030469
"at.favre.tools.dconvert.WorkerHandler.<init>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.005826503298016466,-0.0006873748921893269
"at.favre.tools.dconvert.WorkerHandler.start",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682518692041027,0.845967874246082
"at.favre.tools.dconvert.WorkerHandler.start",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.007194675880324022,-0.0008487834477427427
"at.favre.tools.dconvert.WorkerHandler.start",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015486568746690332,0.007409091357500052
"at.favre.tools.dconvert.WorkerHandler.start",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011985102776451647,0.022556277111183194
"at.favre.tools.dconvert.WorkerHandler.start",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.003991998537735128,0.007513045730530697
"at.favre.tools.dconvert.WorkerHandler.start",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0011687691482966346,-0.0001378841693229812
"at.favre.tools.dconvert.WorkerHandler.start",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0010705689069356668,0.0005121820698778404
"at.favre.tools.dconvert.arg.Arguments$Builder.build",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9220920302174466,1.735401334769033
"at.favre.tools.dconvert.arg.Arguments$Builder.build",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6487357449724582,1.175621194766774
"at.favre.tools.dconvert.arg.Arguments$Builder.build",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.013626053188905175,-0.0025593450276917493
"at.favre.tools.dconvert.arg.Arguments.<init>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0692023591778708,1.4683692072631227
"at.favre.tools.dconvert.arg.Arguments.<init>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1433270012414263,-0.02692072626429305
"at.favre.tools.dconvert.arg.Arguments.<init>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.002431553840106061,0.0011633051088786879
"at.favre.tools.dconvert.arg.Arguments.<init>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006287840683762976,0.011833880738394476
"at.favre.tools.dconvert.arg.Arguments.<init>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.04745094521270927,0.0893039208231407
"at.favre.tools.dconvert.arg.Arguments.<init>",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7503586624681939,-0.08852268304610589
"at.favre.tools.dconvert.arg.Arguments.<init>",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008788746953741527,0.004204716368313509
"at.favre.tools.dconvert.arg.Arguments.<init>",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031206136049512813,0.058730764802877394
"at.favre.tools.dconvert.arg.Arguments.<init>",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03542275564981364,-0.004178958047467103
"at.favre.tools.dconvert.arg.Arguments.<init>",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79681332994728,0.38121180056201376
"at.favre.tools.dconvert.arg.Arguments.<init>",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9076362502696464,1.7081951785563783
"at.favre.tools.dconvert.arg.Arguments.<init>",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1267082002356971,0.2296171390311812
"at.favre.tools.dconvert.arg.Arguments.<init>",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.38115415870797426,0.7173421026300408
"at.favre.tools.dconvert.arg.Arguments.<init>",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1525488925061307,2.169127181340067
"at.favre.tools.dconvert.arg.Arguments.<init>",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0465115036848824,-0.05620352076253401
"at.favre.tools.dconvert.arg.Arguments.<init>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.02615457475418745,0.01251288370845561
"at.favre.tools.dconvert.arg.Arguments.<init>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1344719118658332,-0.0158641660689932
"at.favre.tools.dconvert.arg.Arguments.<init>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05455872834933174,0.026102011962825262
"at.favre.tools.dconvert.arg.Arguments.getImageType",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769466461354222,3.33018219248573
"at.favre.tools.dconvert.arg.Arguments.getImageType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.009540838928239115,0.018073347011969557
"at.favre.tools.dconvert.arg.Arguments.getImageType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5175193784176784,0.9739850152083948
"at.favre.tools.dconvert.arg.Arguments.getImageType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.11876247529146053,-0.014010863716046693
"at.favre.tools.dconvert.arg.Arguments.getImageType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.9841541665753581,0.9492599508630948
"at.favre.tools.dconvert.arg.Arguments.getImageType",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26580293371453,9.91037894302579
"at.favre.tools.dconvert.arg.Arguments.getImageType",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.118865018551961,-3.117136302295428
"at.favre.tools.dconvert.arg.Arguments.getImageType",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1384912148403339,1.471429217572807
"at.favre.tools.dconvert.arg.Arguments.getImageType",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8878964714533768,3.4211944116941195
"at.favre.tools.dconvert.arg.Arguments.getImageType",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5261833506315856,-0.05561008903927411
"at.favre.tools.dconvert.arg.Arguments.getImageType",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.129990238049775,1.975871833186654
"at.favre.tools.dconvert.arg.Arguments.getImageType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2249644156045586,-0.042254462866320924
"at.favre.tools.dconvert.arg.Arguments.getImageType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.9690286450147156,1.8988645136601536
"at.favre.tools.dconvert.arg.Arguments.getImageType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.549869323081876,8.245148893192704
"at.favre.tools.dconvert.arg.Arguments.getOutCompressionForType",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.235220379281428,-1.1788914169537335
"at.favre.tools.dconvert.arg.Arguments.getOutCompressionForType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.17360542194220036,0.08735552966661818
"at.favre.tools.dconvert.arg.Arguments.getOutCompressionForType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1109293746660862,0.20877198647430384
"at.favre.tools.dconvert.arg.Arguments.getOutCompressionForType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0162040259034548,1.912522573841842
"at.favre.tools.dconvert.arg.Arguments.getOutCompressionForType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.1130912886647591,0.20494094387141049
"at.favre.tools.dconvert.arg.Arguments.getOutCompressionForType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.023919905636030706,-0.002821922809748148
"at.favre.tools.dconvert.arg.Arguments.getOutCompressionForType",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4035578887702997,1.6283317338340935
"at.favre.tools.dconvert.arg.Arguments.getOutCompressionForType",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.17273851721626,5.74955006749427
"at.favre.tools.dconvert.arg.Arguments.getOutCompressionForType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.604174003539988,-3.588429941158294
"at.favre.tools.dconvert.arg.Arguments.getOutCompressionForType",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.441832283746675,-1.0201858497922935
"at.favre.tools.dconvert.arg.Arguments.getSupportedFileTypes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1067543390566508,0.5569014516799501
