"method_name","root","BLOCKSIZE","JOBS","LEVEL","CHECKSUM","SKIP","NoTransform","Huffman","ANS0","ANS1","Range","FPAQ","TPAQ","CM","NoEntropy","BWTS","ROLZ","RLT","ZRLT","MTFT","RANK","TEXT","X86","run_time(ms;<)","energy(mWs;<)"
"kanzi.Global.computeHistogramOrder0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1462.9006324163433,-1767.7382916833117
"kanzi.Global.computeHistogramOrder0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1086.3018824163325,-1275.8042318535452
"kanzi.Global.computeHistogramOrder0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.96378704208952,56.53632662489457
"kanzi.Global.computeHistogramOrder1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6105.640830510324,5153.821266944384
"kanzi.Global.computeHistogramOrder1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-657.733332651283,-69.51304929913283
"kanzi.Global.computeHistogramOrder1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-245.7340148585042,-401.0443830125523
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-278.993896677337,-417.6024335810792
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.971701215934438,-34.02573411091599
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51.65000473862296,-59.715888514488455
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.449854647735776,-37.09217648634876
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1846.5309435923114,2283.222430455804
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,588.4994940189633,494.6769308078095
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,622.5726476531933,388.91655170847235
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,647.0523746713344,973.3950671504963
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,721.2012939762448,961.7176186306557
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-41.091040909684786,-5.147582737378215
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-258.8393788774841,-355.9837024728883
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1312.0286469917087,-1804.442652938352
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-529.8549299020402,-522.8675281923469
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-470.3348990651174,-168.00235245969577
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-563.2909877741133,-680.1054882252223
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-547.4762134387814,-486.9791987333618
"kanzi.Global.computeHistogramOrder1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-697.6947291403582,-946.2103341411109
